,gene_name,protein_name
1609,Fcan01_15140,OXA50098
1610,Fcan01_14997,OXA50099
1611,Fcan01_14991,OXA50104
1612,Fcan01_14999,OXA50106
1613,Fcan01_14810,OXA50111
1614,Fcan01_14816,OXA50113
1615,Fcan01_14814,OXA50115
1616,Fcan01_15301,OXA50117
1617,Fcan01_14897,OXA50131
1618,Fcan01_14895,OXA50133
1619,Fcan01_14752,OXA50139
1620,Fcan01_14757,OXA50142
1621,Fcan01_15274,OXA50159
1622,Fcan01_15271,OXA50162
1623,Fcan01_15270,OXA50164
1624,Fcan01_14962,OXA50172
1625,Fcan01_15136,OXA50178
1626,Fcan01_15137,OXA50179
1627,Fcan01_15134,OXA50180
1628,Fcan01_15132,OXA50182
1629,Fcan01_14840,OXA50189
1630,Fcan01_14844,OXA50193
1631,Fcan01_15006,OXA50213
1632,Fcan01_15243,OXA50222
1633,Fcan01_14935,OXA50236
1634,Fcan01_14932,OXA50242
1635,Fcan01_14939,OXA50243
1636,Fcan01_14938,OXA50244
1637,Fcan01_15081,OXA50248
1638,Fcan01_15087,OXA50250
1639,Fcan01_15167,OXA50257
1640,Fcan01_14870,OXA50265
1641,Fcan01_14871,OXA50266
1642,Fcan01_14876,OXA50271
1643,Fcan01_14731,OXA50281
1644,Fcan01_14739,OXA50283
1645,Fcan01_14738,OXA50284
1646,Fcan01_14908,OXA50291
1647,Fcan01_14909,OXA50292
1648,Fcan01_15051,OXA50303
1649,Fcan01_15057,OXA50309
1650,Fcan01_15211,OXA50315
1651,Fcan01_15210,OXA50316
1652,Fcan01_15217,OXA50317
1653,Fcan01_15156,OXA50325
1654,Fcan01_14985,OXA50333
1655,Fcan01_14986,OXA50334
1656,Fcan01_14987,OXA50335
1657,Fcan01_14981,OXA50337
1658,Fcan01_15299,OXA50342
1659,Fcan01_14828,OXA50345
1660,Fcan01_14827,OXA50346
1661,Fcan01_15316,OXA50353
1662,Fcan01_15317,OXA50354
1663,Fcan01_15312,OXA50357
1664,Fcan01_15310,OXA50359
1665,Fcan01_15223,OXA50366
1666,Fcan01_14745,OXA50373
1667,Fcan01_15061,OXA50381
1668,Fcan01_15063,OXA50383
1669,Fcan01_15064,OXA50384
1670,Fcan01_15266,OXA50394
1671,Fcan01_15264,OXA50396
1672,Fcan01_15265,OXA50397
1673,Fcan01_15269,OXA50399
1674,Fcan01_14950,OXA50407
1675,Fcan01_14955,OXA50410
1676,Fcan01_14959,OXA50412
1677,Fcan01_15107,OXA50418
1678,Fcan01_14795,OXA50424
1679,Fcan01_14796,OXA50427
1680,Fcan01_14793,OXA50430
1681,Fcan01_14792,OXA50431
1682,Fcan01_14857,OXA50447
1683,Fcan01_14854,OXA50448
1684,Fcan01_14855,OXA50449
1685,Fcan01_14852,OXA50450
1686,Fcan01_14717,OXA50459
1687,Fcan01_15035,OXA50469
1688,Fcan01_15034,OXA50470
1689,Fcan01_15033,OXA50471
1690,Fcan01_15031,OXA50473
1691,Fcan01_15030,OXA50474
1692,Fcan01_14690,OXA50475
1693,Fcan01_14696,OXA50481
1694,Fcan01_14929,OXA50488
1695,Fcan01_14922,OXA50489
1696,Fcan01_14923,OXA50490
1697,Fcan01_14921,OXA50492
1698,Fcan01_14927,OXA50494
1699,Fcan01_14925,OXA50496
1700,Fcan01_15172,OXA50504
1701,Fcan01_15176,OXA50508
1702,Fcan01_14727,OXA50528
1703,Fcan01_14722,OXA50531
1704,Fcan01_14723,OXA50532
1705,Fcan01_15280,OXA50535
1706,Fcan01_15281,OXA50536
1707,Fcan01_14889,OXA50542
1708,Fcan01_14886,OXA50547
1709,Fcan01_13981,OXA50554
1710,Fcan01_14028,OXA50568
1711,Fcan01_14245,OXA50572
1712,Fcan01_13907,OXA50583
1713,Fcan01_14430,OXA50587
1714,Fcan01_13986,OXA50597
1715,Fcan01_14263,OXA50613
1716,Fcan01_14266,OXA50618
1717,Fcan01_14544,OXA50621
1718,Fcan01_14152,OXA50632
1719,Fcan01_14151,OXA50633
1720,Fcan01_14157,OXA50635
1721,Fcan01_13943,OXA50645
1722,Fcan01_13934,OXA50648
1723,Fcan01_14469,OXA50650
1724,Fcan01_14635,OXA50669
1725,Fcan01_14630,OXA50672
1726,Fcan01_14399,OXA50676
1727,Fcan01_14390,OXA50679
1728,Fcan01_14397,OXA50684
1729,Fcan01_14257,OXA50691
1730,Fcan01_14560,OXA50696
1731,Fcan01_14566,OXA50698
1732,Fcan01_14311,OXA50702
1733,Fcan01_14313,OXA50704
1734,Fcan01_14317,OXA50708
1735,Fcan01_14319,OXA50710
1736,Fcan01_14122,OXA50712
1737,Fcan01_14124,OXA50718
1738,Fcan01_14129,OXA50721
1739,Fcan01_14086,OXA50725
1740,Fcan01_14081,OXA50726
1741,Fcan01_14080,OXA50727
1742,Fcan01_14082,OXA50729
1743,Fcan01_14256,OXA50734
1744,Fcan01_14516,OXA50737
1745,Fcan01_14514,OXA50739
1746,Fcan01_13961,OXA50744
1747,Fcan01_14002,OXA50755
1748,Fcan01_14667,OXA50758
1749,Fcan01_14661,OXA50760
1750,Fcan01_14414,OXA50778
1751,Fcan01_14208,OXA50785
1752,Fcan01_14203,OXA50790
1753,Fcan01_14325,OXA50800
1754,Fcan01_14490,OXA50809
1755,Fcan01_14039,OXA50814
1756,Fcan01_14287,OXA50815
1757,Fcan01_14284,OXA50818
1758,Fcan01_14569,OXA50826
1759,Fcan01_14170,OXA50836
1760,Fcan01_14172,OXA50838
1761,Fcan01_14177,OXA50841
1762,Fcan01_13999,OXA50846
1763,Fcan01_13994,OXA50849
1764,Fcan01_13991,OXA50854
1765,Fcan01_14036,OXA50856
1766,Fcan01_14030,OXA50858
1767,Fcan01_14031,OXA50859
1768,Fcan01_14033,OXA50861
1769,Fcan01_14650,OXA50867
1770,Fcan01_14444,OXA50876
1771,Fcan01_14274,OXA50898
1772,Fcan01_14272,OXA50900
1773,Fcan01_14270,OXA50902
1774,Fcan01_13913,OXA50909
1775,Fcan01_14148,OXA50912
1776,Fcan01_14140,OXA50914
1777,Fcan01_14144,OXA50918
1778,Fcan01_14147,OXA50921
1779,Fcan01_14446,OXA50923
1780,Fcan01_14539,OXA50926
1781,Fcan01_14531,OXA50928
1782,Fcan01_14475,OXA50939
1783,Fcan01_14471,OXA50943
1784,Fcan01_14472,OXA50944
1785,Fcan01_14603,OXA50962
1786,Fcan01_14601,OXA50964
1787,Fcan01_14600,OXA50965
1788,Fcan01_14386,OXA50972
1789,Fcan01_14199,OXA50980
1790,Fcan01_14225,OXA50990
1791,Fcan01_14224,OXA50991
1792,Fcan01_14220,OXA50995
1793,Fcan01_14302,OXA51004
1794,Fcan01_13964,OXA51011
1795,Fcan01_14114,OXA51017
1796,Fcan01_14093,OXA51027
1797,Fcan01_14090,OXA51028
1798,Fcan01_14095,OXA51033
1799,Fcan01_14507,OXA51037
1800,Fcan01_13973,OXA51046
1801,Fcan01_13979,OXA51047
1802,Fcan01_14017,OXA51053
1803,Fcan01_14015,OXA51055
1804,Fcan01_14673,OXA51059
1805,Fcan01_14671,OXA51061
1806,Fcan01_14677,OXA51063
1807,Fcan01_14582,OXA51071
1808,Fcan01_14585,OXA51074
1809,Fcan01_14421,OXA51079
1810,Fcan01_14214,OXA51090
1811,Fcan01_14354,OXA51100
1812,Fcan01_14351,OXA51103
1813,Fcan01_14291,OXA51117
1814,Fcan01_14292,OXA51118
1815,Fcan01_14550,OXA51139
1816,Fcan01_14160,OXA51149
1817,Fcan01_14505,OXA51156
1818,Fcan01_13924,OXA51162
1819,Fcan01_14458,OXA51163
1820,Fcan01_14041,OXA51165
1821,Fcan01_14043,OXA51167
1822,Fcan01_14045,OXA51169
1823,Fcan01_14046,OXA51172
1824,Fcan01_14623,OXA51178
1825,Fcan01_14622,OXA51179
1826,Fcan01_14365,OXA51187
1827,Fcan01_14362,OXA51192
1828,Fcan01_14368,OXA51194
1829,Fcan01_14247,OXA51199
1830,Fcan01_14249,OXA51202
1831,Fcan01_14248,OXA51203
1832,Fcan01_14139,OXA51204
1833,Fcan01_14521,OXA51223
1834,Fcan01_13959,OXA51225
1835,Fcan01_14078,OXA51226
1836,Fcan01_14619,OXA51237
1837,Fcan01_14611,OXA51239
1838,Fcan01_14616,OXA51243
1839,Fcan01_14403,OXA51256
1840,Fcan01_14402,OXA51257
1841,Fcan01_14238,OXA51272
1842,Fcan01_14464,OXA51283
1843,Fcan01_14462,OXA51284
1844,Fcan01_14461,OXA51285
1845,Fcan01_14331,OXA51290
1846,Fcan01_14335,OXA51294
1847,Fcan01_14484,OXA51301
1848,Fcan01_14486,OXA51303
1849,Fcan01_14105,OXA51307
1850,Fcan01_14101,OXA51311
1851,Fcan01_14329,OXA51313
1852,Fcan01_14322,OXA51317
1853,Fcan01_14575,OXA51318
1854,Fcan01_14576,OXA51321
1855,Fcan01_14571,OXA51322
1856,Fcan01_13169,OXA51328
1857,Fcan01_13163,OXA51334
1858,Fcan01_13161,OXA51336
1859,Fcan01_13227,OXA51339
1860,Fcan01_13555,OXA51344
1861,Fcan01_13551,OXA51348
1862,Fcan01_13693,OXA51361
1863,Fcan01_13903,OXA51368
1864,Fcan01_13750,OXA51379
1865,Fcan01_12902,OXA51391
1866,Fcan01_12900,OXA51393
1867,Fcan01_12901,OXA51394
1868,Fcan01_12904,OXA51397
1869,Fcan01_13611,OXA51399
1870,Fcan01_13614,OXA51404
1871,Fcan01_13426,OXA51412
1872,Fcan01_13427,OXA51413
1873,Fcan01_13206,OXA51422
1874,Fcan01_13204,OXA51424
1875,Fcan01_13205,OXA51425
1876,Fcan01_13582,OXA51444
1877,Fcan01_13874,OXA51447
1878,Fcan01_12864,OXA51459
1879,Fcan01_12866,OXA51461
1880,Fcan01_12860,OXA51463
1881,Fcan01_12868,OXA51467
1882,Fcan01_13266,OXA51474
1883,Fcan01_13509,OXA51477
1884,Fcan01_13369,OXA51487
1885,Fcan01_13094,OXA51505
1886,Fcan01_13119,OXA51511
1887,Fcan01_13116,OXA51512
1888,Fcan01_13112,OXA51516
1889,Fcan01_13709,OXA51520
1890,Fcan01_13707,OXA51522
1891,Fcan01_13628,OXA51530
1892,Fcan01_13624,OXA51536
1893,Fcan01_13627,OXA51539
1894,Fcan01_13193,OXA51552
1895,Fcan01_13883,OXA51557
1896,Fcan01_13783,OXA51562
1897,Fcan01_12957,OXA51576
1898,Fcan01_13844,OXA51578
1899,Fcan01_13846,OXA51580
1900,Fcan01_13849,OXA51587
1901,Fcan01_13069,OXA51589
1902,Fcan01_12850,OXA51604
1903,Fcan01_12851,OXA51605
1904,Fcan01_12853,OXA51607
1905,Fcan01_13473,OXA51610
1906,Fcan01_13477,OXA51614
1907,Fcan01_13478,OXA51617
1908,Fcan01_13251,OXA51621
1909,Fcan01_13250,OXA51622
1910,Fcan01_13253,OXA51623
1911,Fcan01_13254,OXA51626
1912,Fcan01_13535,OXA51631
1913,Fcan01_13530,OXA51634
1914,Fcan01_13539,OXA51639
1915,Fcan01_13902,OXA51643
1916,Fcan01_13904,OXA51645
1917,Fcan01_13143,OXA51652
1918,Fcan01_13148,OXA51655
1919,Fcan01_13362,OXA51656
1920,Fcan01_13675,OXA51659
1921,Fcan01_13670,OXA51664
1922,Fcan01_13890,OXA51687
1923,Fcan01_13898,OXA51691
1924,Fcan01_13449,OXA51693
1925,Fcan01_13443,OXA51697
1926,Fcan01_13269,OXA51703
1927,Fcan01_13810,OXA51707
1928,Fcan01_13815,OXA51708
1929,Fcan01_13814,OXA51709
1930,Fcan01_13385,OXA51716
1931,Fcan01_13036,OXA51729
1932,Fcan01_13179,OXA51731
1933,Fcan01_13174,OXA51732
1934,Fcan01_13172,OXA51738
1935,Fcan01_13307,OXA51752
1936,Fcan01_12887,OXA51759
1937,Fcan01_12885,OXA51761
1938,Fcan01_12884,OXA51762
1939,Fcan01_13688,OXA51763
1940,Fcan01_13682,OXA51769
1941,Fcan01_13300,OXA51776
1942,Fcan01_13305,OXA51778
1943,Fcan01_13495,OXA51784
1944,Fcan01_13721,OXA51794
1945,Fcan01_13604,OXA51812
1946,Fcan01_13605,OXA51813
1947,Fcan01_13603,OXA51815
1948,Fcan01_13601,OXA51817
1949,Fcan01_13609,OXA51819
1950,Fcan01_13415,OXA51823
1951,Fcan01_13414,OXA51824
1952,Fcan01_13413,OXA51825
1953,Fcan01_13412,OXA51826
1954,Fcan01_13234,OXA51834
1955,Fcan01_13599,OXA51842
1956,Fcan01_13592,OXA51843
1957,Fcan01_13591,OXA51846
1958,Fcan01_13595,OXA51849
1959,Fcan01_13867,OXA51855
1960,Fcan01_13864,OXA51856
1961,Fcan01_13869,OXA51859
1962,Fcan01_13001,OXA51861
1963,Fcan01_12872,OXA51872
1964,Fcan01_13421,OXA51880
1965,Fcan01_13511,OXA51884
1966,Fcan01_13517,OXA51886
1967,Fcan01_13372,OXA51891
1968,Fcan01_13088,OXA51901
1969,Fcan01_13089,OXA51902
1970,Fcan01_13084,OXA51907
1971,Fcan01_13086,OXA51909
1972,Fcan01_13127,OXA51915
1973,Fcan01_13124,OXA51918
1974,Fcan01_13357,OXA51924
1975,Fcan01_13353,OXA51928
1976,Fcan01_13718,OXA51933
1977,Fcan01_13714,OXA51935
1978,Fcan01_13717,OXA51938
1979,Fcan01_13659,OXA51943
1980,Fcan01_13795,OXA51954
1981,Fcan01_13796,OXA51955
1982,Fcan01_12946,OXA51965
1983,Fcan01_12947,OXA51966
1984,Fcan01_12943,OXA51970
1985,Fcan01_12941,OXA51972
1986,Fcan01_13589,OXA51974
1987,Fcan01_13464,OXA51988
1988,Fcan01_13462,OXA51990
1989,Fcan01_13461,OXA51993
1990,Fcan01_13247,OXA51997
1991,Fcan01_13877,OXA52008
1992,Fcan01_13871,OXA52010
1993,Fcan01_13873,OXA52012
1994,Fcan01_13313,OXA52015
1995,Fcan01_13159,OXA52021
1996,Fcan01_13156,OXA52026
1997,Fcan01_13154,OXA52028
1998,Fcan01_13541,OXA52030
1999,Fcan01_13540,OXA52031
2000,Fcan01_13543,OXA52032
2001,Fcan01_13326,OXA52044
2002,Fcan01_13664,OXA52047
2003,Fcan01_13667,OXA52050
2004,Fcan01_13244,OXA52057
2005,Fcan01_13294,OXA52061
2006,Fcan01_13297,OXA52062
2007,Fcan01_13742,OXA52071
2008,Fcan01_13747,OXA52074
2009,Fcan01_12916,OXA52083
2010,Fcan01_12910,OXA52085
2011,Fcan01_12919,OXA52088
2012,Fcan01_12918,OXA52089
2013,Fcan01_13887,OXA52093
2014,Fcan01_13439,OXA52096
2015,Fcan01_13436,OXA52101
2016,Fcan01_13219,OXA52106
2017,Fcan01_13214,OXA52109
2018,Fcan01_13217,OXA52110
2019,Fcan01_13802,OXA52130
2020,Fcan01_13804,OXA52132
2021,Fcan01_13393,OXA52139
2022,Fcan01_13396,OXA52142
2023,Fcan01_13025,OXA52151
2024,Fcan01_13022,OXA52152
2025,Fcan01_13023,OXA52153
2026,Fcan01_13021,OXA52155
2027,Fcan01_13572,OXA52166
2028,Fcan01_12899,OXA52177
2029,Fcan01_12890,OXA52178
2030,Fcan01_12891,OXA52179
2031,Fcan01_12894,OXA52182
2032,Fcan01_13101,OXA52188
2033,Fcan01_13100,OXA52189
2034,Fcan01_13102,OXA52191
2035,Fcan01_13480,OXA52202
2036,Fcan01_13482,OXA52204
2037,Fcan01_13483,OXA52205
2038,Fcan01_13730,OXA52210
2039,Fcan01_13731,OXA52211
2040,Fcan01_12924,OXA52218
2041,Fcan01_12921,OXA52223
2042,Fcan01_13633,OXA52227
2043,Fcan01_13632,OXA52228
2044,Fcan01_13183,OXA52239
2045,Fcan01_13404,OXA52246
2046,Fcan01_13408,OXA52254
2047,Fcan01_13226,OXA52257
2048,Fcan01_13221,OXA52259
2049,Fcan01_13857,OXA52263
2050,Fcan01_13856,OXA52264
2051,Fcan01_13851,OXA52269
2052,Fcan01_13074,OXA52274
2053,Fcan01_13077,OXA52275
2054,Fcan01_12843,OXA52289
2055,Fcan01_12840,OXA52292
2056,Fcan01_12962,OXA52321
2057,Fcan01_12963,OXA52322
2058,Fcan01_13648,OXA52327
2059,Fcan01_13765,OXA52336
2060,Fcan01_13766,OXA52339
2061,Fcan01_12973,OXA52340
2062,Fcan01_12970,OXA52343
2063,Fcan01_13045,OXA52353
2064,Fcan01_13458,OXA52364
2065,Fcan01_13451,OXA52367
2066,Fcan01_13450,OXA52368
2067,Fcan01_13893,OXA52373
2068,Fcan01_13897,OXA52374
2069,Fcan01_13276,OXA52381
2070,Fcan01_13274,OXA52383
2071,Fcan01_13823,OXA52389
2072,Fcan01_12218,OXA52397
2073,Fcan01_12214,OXA52401
2074,Fcan01_12215,OXA52402
2075,Fcan01_12210,OXA52405
2076,Fcan01_12211,OXA52406
2077,Fcan01_12408,OXA52408
2078,Fcan01_12406,OXA52410
2079,Fcan01_12405,OXA52411
2080,Fcan01_12404,OXA52412
2081,Fcan01_12402,OXA52414
2082,Fcan01_12401,OXA52415
2083,Fcan01_12400,OXA52416
2084,Fcan01_12529,OXA52418
2085,Fcan01_12527,OXA52426
2086,Fcan01_12297,OXA52428
2087,Fcan01_12483,OXA52439
2088,Fcan01_11926,OXA52449
2089,Fcan01_12369,OXA52457
2090,Fcan01_12366,OXA52462
2091,Fcan01_12364,OXA52464
2092,Fcan01_11918,OXA52483
2093,Fcan01_11919,OXA52484
2094,Fcan01_12561,OXA52485
2095,Fcan01_12158,OXA52488
2096,Fcan01_12634,OXA52489
2097,Fcan01_12639,OXA52498
2098,Fcan01_12244,OXA52504
2099,Fcan01_12248,OXA52512
2100,Fcan01_12576,OXA52515
2101,Fcan01_12574,OXA52517
2102,Fcan01_12570,OXA52521
2103,Fcan01_12478,OXA52524
2104,Fcan01_12474,OXA52528
2105,Fcan01_11914,OXA52534
2106,Fcan01_11917,OXA52537
2107,Fcan01_11913,OXA52541
2108,Fcan01_12748,OXA52542
2109,Fcan01_12749,OXA52543
2110,Fcan01_12745,OXA52549
2111,Fcan01_12382,OXA52557
2112,Fcan01_12163,OXA52561
2113,Fcan01_11991,OXA52570
2114,Fcan01_11993,OXA52572
2115,Fcan01_12082,OXA52576
2116,Fcan01_12080,OXA52578
2117,Fcan01_12160,OXA52594
2118,Fcan01_12162,OXA52595
2119,Fcan01_12166,OXA52596
2120,Fcan01_12274,OXA52599
2121,Fcan01_12275,OXA52600
2122,Fcan01_12270,OXA52603
2123,Fcan01_12271,OXA52604
2124,Fcan01_12669,OXA52607
2125,Fcan01_12662,OXA52610
2126,Fcan01_12587,OXA52623
2127,Fcan01_12581,OXA52628
2128,Fcan01_12799,OXA52631
2129,Fcan01_12798,OXA52632
2130,Fcan01_12796,OXA52634
2131,Fcan01_12795,OXA52635
2132,Fcan01_12794,OXA52636
2133,Fcan01_12790,OXA52640
2134,Fcan01_12425,OXA52641
2135,Fcan01_12715,OXA52663
2136,Fcan01_12714,OXA52664
2137,Fcan01_12712,OXA52666
2138,Fcan01_12711,OXA52667
2139,Fcan01_12719,OXA52669
2140,Fcan01_12149,OXA52671
2141,Fcan01_12136,OXA52674
2142,Fcan01_12133,OXA52677
2143,Fcan01_12132,OXA52678
2144,Fcan01_12130,OXA52680
2145,Fcan01_12692,OXA52685
2146,Fcan01_12307,OXA52702
2147,Fcan01_12308,OXA52703
2148,Fcan01_12613,OXA52706
2149,Fcan01_12385,OXA52729
2150,Fcan01_12800,OXA52735
2151,Fcan01_12806,OXA52737
2152,Fcan01_12809,OXA52740
2153,Fcan01_12222,OXA52743
2154,Fcan01_12410,OXA52758
2155,Fcan01_12558,OXA52771
2156,Fcan01_12490,OXA52777
2157,Fcan01_12491,OXA52778
2158,Fcan01_11936,OXA52789
2159,Fcan01_12357,OXA52795
2160,Fcan01_12355,OXA52797
2161,Fcan01_12352,OXA52800
2162,Fcan01_12763,OXA52808
2163,Fcan01_12760,OXA52809
2164,Fcan01_12761,OXA52810
2165,Fcan01_12769,OXA52812
2166,Fcan01_12147,OXA52814
2167,Fcan01_12143,OXA52818
2168,Fcan01_12148,OXA52821
2169,Fcan01_12258,OXA52822
2170,Fcan01_12253,OXA52825
2171,Fcan01_12256,OXA52828
2172,Fcan01_12257,OXA52829
2173,Fcan01_12640,OXA52833
2174,Fcan01_12646,OXA52839
2175,Fcan01_12028,OXA52845
2176,Fcan01_12560,OXA52850
2177,Fcan01_12562,OXA52851
2178,Fcan01_12568,OXA52853
2179,Fcan01_12151,OXA52855
2180,Fcan01_12003,OXA52856
2181,Fcan01_12004,OXA52862
2182,Fcan01_12588,OXA52863
2183,Fcan01_12191,OXA52868
2184,Fcan01_12442,OXA52873
2185,Fcan01_12447,OXA52876
2186,Fcan01_12445,OXA52878
2187,Fcan01_12155,OXA52884
2188,Fcan01_12118,OXA52898
2189,Fcan01_12114,OXA52900
2190,Fcan01_12090,OXA52917
2191,Fcan01_12093,OXA52920
2192,Fcan01_12095,OXA52922
2193,Fcan01_12329,OXA52928
2194,Fcan01_12325,OXA52932
2195,Fcan01_12670,OXA52939
2196,Fcan01_12673,OXA52942
2197,Fcan01_12676,OXA52945
2198,Fcan01_12677,OXA52946
2199,Fcan01_12823,OXA52959
2200,Fcan01_12825,OXA52961
2201,Fcan01_12827,OXA52963
2202,Fcan01_12203,OXA52969
2203,Fcan01_12205,OXA52971
2204,Fcan01_12204,OXA52972
2205,Fcan01_12786,OXA52979
2206,Fcan01_12780,OXA52981
2207,Fcan01_12782,OXA52983
2208,Fcan01_12543,OXA52992
2209,Fcan01_12438,OXA52996
2210,Fcan01_12431,OXA53001
2211,Fcan01_12435,OXA53005
2212,Fcan01_12532,OXA53009
2213,Fcan01_12530,OXA53011
2214,Fcan01_12289,OXA53024
2215,Fcan01_12702,OXA53031
2216,Fcan01_12171,OXA53044
2217,Fcan01_11950,OXA53045
2218,Fcan01_11951,OXA53046
2219,Fcan01_11957,OXA53050
2220,Fcan01_12376,OXA53055
2221,Fcan01_12379,OXA53060
2222,Fcan01_12624,OXA53066
2223,Fcan01_12040,OXA53080
2224,Fcan01_12049,OXA53081
2225,Fcan01_12810,OXA53083
2226,Fcan01_12819,OXA53092
2227,Fcan01_12234,OXA53099
2228,Fcan01_12545,OXA53107
2229,Fcan01_12462,OXA53115
2230,Fcan01_12465,OXA53116
2231,Fcan01_12758,OXA53135
2232,Fcan01_12753,OXA53136
2233,Fcan01_12754,OXA53143
2234,Fcan01_12178,OXA53145
2235,Fcan01_12173,OXA53146
2236,Fcan01_12172,OXA53147
2237,Fcan01_11987,OXA53152
2238,Fcan01_11983,OXA53156
2239,Fcan01_11982,OXA53157
2240,Fcan01_11989,OXA53160
2241,Fcan01_11988,OXA53161
2242,Fcan01_12262,OXA53169
2243,Fcan01_12261,OXA53170
2244,Fcan01_11905,OXA53173
2245,Fcan01_12659,OXA53183
2246,Fcan01_12033,OXA53189
2247,Fcan01_12038,OXA53192
2248,Fcan01_12595,OXA53200
2249,Fcan01_12596,OXA53203
2250,Fcan01_12150,OXA53204
2251,Fcan01_12182,OXA53207
2252,Fcan01_12183,OXA53208
2253,Fcan01_12187,OXA53212
2254,Fcan01_12457,OXA53222
2255,Fcan01_12513,OXA53227
2256,Fcan01_12514,OXA53230
2257,Fcan01_12724,OXA53241
2258,Fcan01_12104,OXA53251
2259,Fcan01_12105,OXA53252
2260,Fcan01_12686,OXA53258
2261,Fcan01_11977,OXA53268
2262,Fcan01_11975,OXA53270
2263,Fcan01_11973,OXA53272
2264,Fcan01_12310,OXA53278
2265,Fcan01_12069,OXA53285
2266,Fcan01_12604,OXA53290
2267,Fcan01_12602,OXA53296
2268,Fcan01_12304,OXA53300
2269,Fcan01_12306,OXA53302
2270,Fcan01_12392,OXA53315
2271,Fcan01_12391,OXA53316
2272,Fcan01_12394,OXA53321
2273,Fcan01_12837,OXA53323
2274,Fcan01_12834,OXA53324
2275,Fcan01_11026,OXA53342
2276,Fcan01_10826,OXA53388
2277,Fcan01_10824,OXA53390
2278,Fcan01_11188,OXA53415
2279,Fcan01_11183,OXA53420
2280,Fcan01_11234,OXA53425
2281,Fcan01_10427,OXA53447
2282,Fcan01_10241,OXA53461
2283,Fcan01_10240,OXA53462
2284,Fcan01_10676,OXA53463
2285,Fcan01_10677,OXA53464
2286,Fcan01_10675,OXA53466
2287,Fcan01_10670,OXA53467
2288,Fcan01_10671,OXA53468
2289,Fcan01_11101,OXA53475
2290,Fcan01_10959,OXA53506
2291,Fcan01_10953,OXA53512
2292,Fcan01_10951,OXA53514
2293,Fcan01_10950,OXA53515
2294,Fcan01_10707,OXA53523
2295,Fcan01_10741,OXA53545
2296,Fcan01_10130,OXA53556
2297,Fcan01_11661,OXA53568
2298,Fcan01_11596,OXA53597
2299,Fcan01_11033,OXA53601
2300,Fcan01_10859,OXA53606
2301,Fcan01_10852,OXA53607
2302,Fcan01_10851,OXA53610
2303,Fcan01_11420,OXA53649
2304,Fcan01_10183,OXA53675
2305,Fcan01_10452,OXA53688
2306,Fcan01_10846,OXA53702
2307,Fcan01_11549,OXA53715
2308,Fcan01_11756,OXA53725
2309,Fcan01_11038,OXA53740
2310,Fcan01_11051,OXA53754
2311,Fcan01_11050,OXA53755
2312,Fcan01_10928,OXA53758
2313,Fcan01_11048,OXA53787
2314,Fcan01_10698,OXA53802
2315,Fcan01_10694,OXA53804
2316,Fcan01_10522,OXA53814
2317,Fcan01_10302,OXA53832
2318,Fcan01_11815,OXA53847
2319,Fcan01_11816,OXA53850
2320,Fcan01_10794,OXA53856
2321,Fcan01_11771,OXA53864
2322,Fcan01_10619,OXA53878
2323,Fcan01_10530,OXA53909
2324,Fcan01_10880,OXA53913
2325,Fcan01_10884,OXA53917
2326,Fcan01_10889,OXA53920
2327,Fcan01_10888,OXA53921
2328,Fcan01_11714,OXA53934
2329,Fcan01_10603,OXA53940
2330,Fcan01_10480,OXA53962
2331,Fcan01_10976,OXA53988
2332,Fcan01_10978,OXA53994
2333,Fcan01_11535,OXA53999
2334,Fcan01_11608,OXA54007
2335,Fcan01_11019,OXA54031
2336,Fcan01_11012,OXA54035
2337,Fcan01_10832,OXA54040
2338,Fcan01_10839,OXA54047
2339,Fcan01_10573,OXA54055
2340,Fcan01_10572,OXA54056
2341,Fcan01_10574,OXA54058
2342,Fcan01_10354,OXA54091
2343,Fcan01_11090,OXA54114
2344,Fcan01_11093,OXA54115
2345,Fcan01_10648,OXA54134
2346,Fcan01_10646,OXA54140
2347,Fcan01_11116,OXA54145
2348,Fcan01_11117,OXA54146
2349,Fcan01_10946,OXA54182
2350,Fcan01_10941,OXA54185
2351,Fcan01_11650,OXA54220
2352,Fcan01_11389,OXA54223
2353,Fcan01_11377,OXA54234
2354,Fcan01_11272,OXA54304
2355,Fcan01_11004,OXA54311
2356,Fcan01_11003,OXA54314
2357,Fcan01_11001,OXA54316
2358,Fcan01_11451,OXA54319
2359,Fcan01_10460,OXA54331
2360,Fcan01_10203,OXA54343
2361,Fcan01_10178,OXA54387
2362,Fcan01_10911,OXA54392
2363,Fcan01_10919,OXA54398
2364,Fcan01_10288,OXA54402
2365,Fcan01_10281,OXA54405
2366,Fcan01_11883,OXA54418
2367,Fcan01_11880,OXA54419
2368,Fcan01_11079,OXA54425
2369,Fcan01_10993,OXA54453
2370,Fcan01_10780,OXA54488
2371,Fcan01_11781,OXA54494
2372,Fcan01_11782,OXA54497
2373,Fcan01_11787,OXA54498
2374,Fcan01_11244,OXA54527
2375,Fcan01_11463,OXA54545
2376,Fcan01_10415,OXA54561
2377,Fcan01_11073,OXA54564
2378,Fcan01_11072,OXA54565
2379,Fcan01_10893,OXA54581
2380,Fcan01_10663,OXA54598
2381,Fcan01_11666,OXA54606
2382,Fcan01_10963,OXA54635
2383,Fcan01_10757,OXA54655
2384,Fcan01_11582,OXA54689
2385,Fcan01_10848,OXA54699
